0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
2548;#Job #Boston CDL Truck Drivers: EARN $15,250 IN 90 DAYS! at US Xpress (Boston, MA): CDL Truck Drivers: EARN $1... http://t.co/95Xl84s8oh;NO;
2549;#gigs4u #gigs Campus Police Officer III: Campus Police Officer III Grade 19, AFSCME Unit Posi... http://t.co/nMXhALAbOO #BOS #boston #MA;NO;
2550;Lil Kim dead ass beefing with herself, Nicki chilling at the top of the charts with a stack of dough 😂;NO;
2551;To the haters in the break room- it does not have to be a bad day in order to have pie on break. Pie always.;NO;
2552;Nun ziehen Tage über die Welt, gesandt aus blauer Ewigkeit, im Sommerwind verweht die Zeit. #berg #siebenfrühelieder #love;NO;
2553;to go on the boat or to not go on the boat that is the question!?;NO;
2554;I would kill for some @CafeKubal. I wish you had a coffee truck around Boston.;NO;
2555;Does @craftsman''s lifetime warranty on tools cover the machine shop work when their brand new extractors break in the block? #buyamerican;NO;
2556;Brief newscast and gas price report for August 6, 2014 7:49 PM: http://t.co/ql9fG3qgHL via @YouTube;NO;
2557;# Dead Island 2 - Preview | GamingLives - GamingLives takes a look at the upcoming follow-up to the divisive zombi... http://t.co/toPFpsBgRn;NO;
2558;RT @TroyMatchew: my sister and I made cover of #valerie, take a listen! #cover #music #shenanigans  https://t.co/dKzpY830Kf;NO;
2559;#News #Boston 7 injured in fire at multi-family home in Waltham: Waltham fire officials say seven people are b... http://t.co/j0VlvqrtGK;YES
2560;Police said no cat reported missing. What to do...;NO;
2561;the most fucked up scene in walking dead when lizzie goes crazy;NO;
2562;My sister really just texted me sayinng can she have my car ? 😂😂😂✋just cause I''m in the hospital doesn''t mean u can keep my car;NO;
2563;RT @chelseambeatty: Nun ziehen Tage über die Welt, gesandt aus blauer Ewigkeit, im Sommerwind verweht die Zeit. #berg #siebenfrühelieder #l…;NO;
2564;Dude next to me car just got crushed by another car;YES
2565;Strategy News - 4 keys to writing winning police technology grants - Police News http://t.co/NddwOiDsVQ;NO;
2566;Alex kicked a traffic cone into a British lady''s car and she came out and flipped out about it. lmfao;NO;
2567;For my main #jerseybelle....lol RT @MarialGiacalone: “@JaimePrimak: A female cock block is called a clam jam. 😂😂😂”;NO;
2568;This #Car Runs For 100 Years Without Refuelling – The Thorium Car http://t.co/fa1ebaUey2 #interesting;NO;
2569;When a nigga say he can smoke my car #350z http://t.co/iXXwT7RTXZ;NO;
2570;***Blue Hill Ave at Columbia Rd Update*** Units on scene report a healthy baby girl at 20:57 hours. (EMS-4);NO;
2571;“@sydneyleroux: Over my dead body this tow truck is taking my car. #iwishyouwould http://t.co/At7ZXW3aUF” @morganaperry hahaha;NO;
2572;I just almost got it by a car my nigga. I was about to literally jump over car. That would of been terrible. That shit was sp close bro;NO;
2573;Bon banm al we ki bras ki gen nan lari  si #Highway a pata gen #Police wouyy😁😁😁 #MtapLajwaNèt gaz kole;NO;
2574;It felt like a scene out of Gaddar movie.... @ Lahore Railway Station http://t.co/GekoOJ9t6o;NO;
2575;Waltham Ma- 243 Lake Street. Reported building fire. FD enroute.;YES
2576;RT @matredsoxfan2: Waltham Ma- 243 Lake Street. Reported building fire. FD enroute.;YES
2577;Closed report at 209-245 Franklin St http://t.co/ewby5RRMB1. Case resolved. officers responded vehicle had moved.;NO;
2578;Schedule a 15-Minute Break Before You Burn Out http://t.co/3N0vq4YnEO by @ronfriedman via @HarvardBiz -- good rule to go by #productivity;NO;
2579;@Alyssa_Milano I''d like tabloids to eliminate baby bump and bump watch too. :(;NO;
2580;To break the seal or not to break the seal that is the question;NO;
2581;Closed report at 816 E 3rd St http://t.co/UYx7gnNSQt. Case resolved. officers said vehicle was not there will monitor.;NO;
2582;Closed report at 305 Shawmut Ave http://t.co/gF8gANz7Ln. Case resolved. vehicle had left before officers could get there.;NO;
2583;@and1grad @No_Cut_Card the boy Marlo won. String dead, Joe dead, Cheese dead, Avon in the cut and then Slim Charles got stabbed.;NO;
2584;Girls be like What car he has bitch I don''t care I have my own car, I can drive myself;NO;
2585;Electrical malfunction blamed in Fitchburg fire that displaced couple http://t.co/9OLc8QGGGX #Massachusetts #News #MA #Boston;YES
2586;RT @KatiSal: For my main #jerseybelle....lol RT @MarialGiacalone: “@JaimePrimak: A female cock block is called a clam jam. 😂😂😂”;NO;
2587;Now it looks like Shawn Marion''s going to the Cavs? Gimme a break. Make Lebron earn it already! #;NO;
2588;All we do is smoke and fuck smoke and fuck;NO;
2589;Used Auto Sales / Motivated Car Salesman / Do everything person needed (Somerville) http://t.co/lTWMucm2er;NO;
2590;#Job #Boston Used Auto Sales / Motivated Car Salesman / Do everything person needed (Somerville): EXPERIENCE R... http://t.co/wAqZUFXbSh;NO;
2591;Everytime you go in ryans car theres atleast a 50% chance you die;NO;
2592;#NowPlaying Wolf Bite by @OwlCity with @CarTunesApp♩♫ totally my new @MTVteenwolf jam @SilurianRanger @LavenderRanger http://t.co/rtcPXUnHQJ;NO;
2593;Tear down the mosque & temple too, break all that divides But do not break the human heart as it is there that God resides.-Bulleh Shah;NO;
2594;--Boston Used Auto Sales / Motivated Car Salesman / Do everything person needed (Somerville) http://t.co/SnDW0qo5xe;NO;
2595;#Boston #Jobs Used Auto Sales / Motivated Car Salesman / Do everything person needed (Somerville): EXPERIENCE ... http://t.co/m9yyGRU9dS;NO;
2596;#Boston #Job Used Auto Sales / Motivated Car Salesman / Do everything person needed (Somerville): EXPERIENCE R... http://t.co/ryKGDLqAv7;NO;
2597;Should your #driverless car kill you to save a child? #ethics http://t.co/fQodedq76j;NO;
2598;RT @TimCorrado: Everytime you go in ryans car theres atleast a 50% chance you die;NO;
2599;RT @ATisBLESSED: Girls be like What car he has bitch I don''t care I have my own car, I can drive myself;NO;
2600;RT @ChucklesDowner: SMDH at all the basic bitches on my front lawn pouring gasoline in the shape of a pentagram and lighting it on fire rig…;NO;
2601;#Photos of a Carbon Monoxide Gas Detection System in a car dealership http://t.co/mw2l4RW0Yh  #safety;NO;
2602;I''m in me mums car broom broom, get out me car 😂 https://t.co/MhxIH7nuM7;NO;
2603;Massachusetts State Police traffic stop in Taunton leads to cocaine trafficking charges for Boston man http://t.co/iUi5Ou0A0K;NO;
2604;@damicobrian @dplally Koolie could dispatch and run at least a 5Alarm fire off the top of his head with no reference materials, no question.;NO;
2605;Chill, hang out with friends and family, drink nips and 40s, 8 hours of sleep, smoke cigarettes, smoke weed, defend grandparents'' lake #RTK;NO;
2606;Jalkut’s rule of typo reporting:Typo in a blog post: report immediately.Typo in a mass-email: report never.;NO;
2607;The one day I don''t smoke weed, I have a mental breakdown. Moral of the story, smoke bud everyday.;NO;
2608;@bobbylebowski like you can''t even sit in a regular car for 20 mins? You''d rather wait / request a hybrid one? Give me a fucking break.;NO;
2609;I''ll never understand how people smoke so much weed everyday, whenever I smoke a little bit I feel like I''m walking on mars;NO;
2610;_xDE2D__xD83D_😂 dead @o_doyle17: How you single and don''t trust these niggas but yet you tired of being single?....bitch...kill yo self”;NO;
2611;LMAO RT @ThePenseur: RT @TopRamenPapi: i want a girl who would kill herself if i died to make sure im not in heaven talkin to bitches;NO;
2612;I''m so excited I need to like lock myself Ina. Closet for about 5hours before I kill someone or burn my house down 😅😈;NO;
2613;RT @WCVB: 10 die in week: Police try to find sources of deadly drugs http://t.co/LVCFsKep5n;YES
2614;When I got stabbed niggas didn''t hit me up, I don''t expect them to hit me up after a car accident;YES
2615;Shout out to my mom putting gas in my car 😭 that’s 55$ not coming out of my pocket;NO;
2616;Woke up screaming JET FUEL DOESN''T BURN HOT ENOUGH TO MELT STEEL;NO;
2617;RT @JenniferrxO_: Shout out to my mom putting gas in my car 😭 that’s 55$ not coming out of my pocket;NO;
2618;WORST NIGHTMARE EVER CAM!!!😫😭 No, I would literally die if you died 😨😭 NOT FUNNY CAM. NOW IM SAD 💔😔 @camerondallas http://t.co/3BHnB4OzLZ;NO;
2619;@xtop Every clip I scene is just HERE IS A SCENE FROM THE BOOK WITHOUT WHAT MAKES THE BOOK WORK.;NO;
2620;@evantognotti hand, i just liberally block and report.;NO;
2621;Pros about surgery tomorrow: I won''t have to move my car for a few days which = saving gas;NO;
2622;RT @LibertyMutual: If you’re buying a car, see how Liberty Mutual Auto Buying Service can help you save: http://t.co/2tmxGitUO4 http://t.co…;NO;
2623;Opened Streetlight report via iPhone at 5-7 Lennoco Rd http://t.co/T2tCE5Q4Nu. New led streetlight died.;NO;
2624;We use carbon to filter and clean smoke and water, so can''t we use carbon to filter the smoke going into the atmosphere?;NO;
2625;REMEMBER WHEN BWP JOOKSED SOME SHIT FROM THE CLUB AND THERE WAS A POLICE REPORT #HARDMAN #TOPLAD #DIZZEERASCALLYRIC;NO;
2626;“@CoreyKeyz: LMFAOOO Dead. I''m just dead 😂 http://t.co/Bw1MkBE1nc” im honestly scared;NO;
2627;@mittense I died in the second mission, I didn''t realize I was taking damage :-( so now I am going to begin anew;NO;
2628;RT @OldSchoolBoston: The Boston Fire Department''s Chief Fox & Commissioner McLaughlin at the Mattapan Sq fire in 1932. @BostonFire http://t…;NO;
2629;In a driverless car. A kid jumps on the road. Whose life should the car prioritize?http://t.co/zsLDgQs11k;NO;
2630;Ascending Mount Washington Auto Road http://t.co/izcTUbNGRr;NO;
2631;@Britskii someone in my family use to break their own bones for meds. Ended up overdosing and died. Blows my mind how far people go still;YES
2632;They''ll give u piss tests to make sure you don''t smoke weed thats known to kill cancerous cells..but will have designated areas for tobacco;NO;
2633;RT @SocialInBoston: 10 die in week: Police try to find sources of deadly drugs: Worcester police are trying to find the sources of... http:…;NO;
2634;@Nick_Lalone @ChristianMcCrea I tend to block junk follows, which I know a lot of other people don''t waste their time doing.;NO;
2635;Four teenage girls figured out a way to use a liter of urine as fuel to get six hours of electricity from their... http://t.co/eeKj7DUeu7;NO;
2636;Raccoons are mad dumb, I just witnessed one cross the road and stop in the dead center for a good minute;NO;
2637;Texas Police Officer Under Investigation For Suggesting He Wants To Kill People On Welfarehttp://t.co/tLiM40k6YJ;NO;
2638;# Quantum Break Demo Will Leave You Speechless at Gamescom, says Remedy http://t.co/V6Ua7YSzSA;NO;
2639;@TheDailyEdge @NancySallman #benghazi report hasn''t been declassified yet so not much to say.  But I saw #CatherineHerridge report on it.;NO;
2640;RT @ChristineMcC5: Texas Police Officer Under Investigation For Suggesting He Wants To Kill People On Welfarehttp://t.co/tLiM40k6YJ;NO;
2641;Benjamin Franklin''s electrical machine, which generated electricity by rubbing a silk cushion against… http://t.co/NxndrFGgUA;NO;
2642;Rata-rata pengguna twitter menghabiskan sekitar 3,5 jam sehari di twitter Sedangkan ''pecandu'' twitter menghabiskan sekitar 10,4 jam sehari;NO;
2643;# Polska szykuje się do wojny! - Czy Rosja utopi Ukrainę we krwi? Przy jej granicy car Put... http://t.co/NL0p9KxsVF;NO;
2644;SALEM CRASH: North & School streets-- vehicle through a cemetery fence knocking down a pole. Pic via  @sparkinson49 http://t.co/gVvXDbai0B;YES
2645;RT @7News: SALEM CRASH: North & School streets-- vehicle through a cemetery fence knocking down a pole. Pic via  @sparkinson49 http://t.co/…;YES
2646;# Level up your brain with How It Works Illustrated - Amazing new mag available now http://t.co/EUMztd4FuQ;NO;
2647;Closed report at 1–17 Jamaica St http://t.co/ctLvn4C0XK. Case resolved. officer blackmore found no violation on 7-30-14.;NO;
2648;@hoborocks to right works. Legal seafood by the conv center. Later is better for less traffic. Can you make a reservation?;NO;
2649;@galaxydazzle @silo2905 @noelleharmony I spoke to soon. 40 hold for atl air traffic control until wheels up  lol;NO;
2650;#Audiservice The perks of going to a foreign car professional http://t.co/rf8FlgFkdV;NO;
2651;#Kush morning #riseandblaze #wakeandbake #420 #thc #share #smoke #follow #vapeon #stoners Have a great… http://t.co/hC8V8lZqcY;NO;
2652;RT @NEJM: New @theIOM report on medical education reveals our nation’s lack of research in medical education. #IOMGME http://t.co/1dhTqSFibe;NO;
2653;if you ever get a half frozen bottle of water thrown at you on the road, you cut someone off. you deserved it;NO;
2654;I worry that Israel sees American public opinion shifting and thinks, Well, shit. We''re just gonna have to kill them all faster.;NO;
2655;give you Auto Blogging Software Full Version http://t.co/ssO6fK8rRz;NO;
2656;Daily Report: Checking In From Home Is a Boon for Hackers  by THE NEW YORK TIMES via NYT http://t.co/EfXBPsP9LA http://t.co/MniY8MEgZu;NO;
2657;http://t.co/AD7SFNdJ0O Tavern Road - 3-4 seats on 07/31/14 at 6:00 pm @TavernRoad;NO;
2658;http://t.co/F0XwXFTVHE Tavern Road - 3-4 seats on 07/31/14 at 8:00 pm @TavernRoad;NO;
2659;RT @iwearaonesie: what my wife learned today: I will put the car in neutral every time she stopswhat I learned today: it takes me an hour…;NO;
2660;Lose Weight Burn Fat Improve Energy with O2 B... by# BestPeople We Know http://t.co/Wauc4gK7Eh  #health;NO;
2661;really fucking bumbed us doesnt have amnesia ep bc that green day cover is my fave actually;NO;
2662;Teacher Pay Starts Low, Grows Slowly, Is Generally Awful, Report Says http://t.co/gddEnoEXKv via @educationweek;NO;
2663;@oldnous that''s the car for every study bible I''ve encountered. (Maybe I''ve only found the bad ones);NO;
2664;C''mon Tim I can''t fill out accident reports and call radio stations at the same time it''s just too much;NO;
2665;Words are dead. Here''s what will replace them http://t.co/UbLppsAs2J by @jessiwrites;NO;
2666;#Job #Boston Senior Product Manager (ERP software): Boston This is an exclusive, retained search for a Product... http://t.co/Qta8YTHzw6;NO;
2667;#Boston #Job Senior Product Manager (ERP software): Boston This is an exclusive, retained search for a Product... http://t.co/0EbjTGxT4s;NO;
2668;RT @the_moviebob: Oh man. Dick Smith, the godfather of modern movie makeup, died yesterday. Tremendous loss.;NO;
2669;Closed report at N42.34 E71.07 http://t.co/pLHXPUA3Re. Case noted. contractor waiting for parts.;NO;
2670;RT @onekade: Literally I work to pay taxes that buy weapons to kill Gazan children.;NO;
2671;RT @InsideEastie: An East Boston hero saves six from fire #Eastie  http://t.co/EWHCWgiQ7i;YES
2672;Stirbt die deutsche Sprache aus?http://t.co/xDVCwBNIUI;NO;
2673;RT @MdUNH: I''ve discovered a phenomenon where every driver within a 10 mile radius of my car suddenly has no place to be & slows down accor…;NO;
2674;RT @raymondusantos: Will you take the pledge? Spend $100 at a #marketbasket competitor for every employee they fire.: Market Baske... http:…;NO;
